crop_id,image_id,label,org,scene_context,reviewer,updated_at,town,stage2_raw,stage2_full,stage2_source,band,stage1_prob,stage1_route,validation_role,selection_status,legacy_row,in_sensitivity_088,n_crops_at_site,site_id
PbhCvmIZpa0bHwEA2kEpIQ_240_box4.jpg,PbhCvmIZpa0bHwEA2kEpIQ_240,,,,,,BELFAST CITY,0.7602951526641846,0.7477580008022044,v3_downloads_2025,abstain_high,0.0969809293746948,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,13.0,PbhCvmIZpa0bHwEA2kEpIQ
PswN1bZ_t7cYTvZUyvz7zw_240_box3.jpg,PswN1bZ_t7cYTvZUyvz7zw_240,,,,,,BELFAST CITY,0.521838366985321,0.5205607689591027,v3_downloads_2025,abstain_high,0.0117530934512615,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,11.0,PswN1bZ_t7cYTvZUyvz7zw
Qk1eC1DOaD-hkDz0sIAC-w_060_box0.jpg,Qk1eC1DOaD-hkDz0sIAC-w_060,,,,,,METROPOLITAN NEWTOWNABBEY,0.6872206926345825,0.6772261558674411,v3_downloads_2025,abstain_high,0.001279957126826,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,1.0,Qk1eC1DOaD-hkDz0sIAC-w
Rbgm1RYnnwlDVfyuzUoSaA_240_box0.jpg,Rbgm1RYnnwlDVfyuzUoSaA_240,,,,,,BELFAST CITY,0.4624591171741485,0.4646503454529725,v3_downloads_2025,abstain_high,0.001269505941309,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,2.0,Rbgm1RYnnwlDVfyuzUoSaA
Rq29SVyGkXBpJw9m2h_3Cw_180_box0.jpg,Rq29SVyGkXBpJw9m2h_3Cw_180,,,,,,BELFAST CITY,0.6469289064407349,0.6387859210557111,v3_downloads_2025,abstain_high,0.0023760928306728,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,4.0,Rq29SVyGkXBpJw9m2h_3Cw
U0tH-I2Zw74TuUBrs0FRhA_120_box2.jpg,U0tH-I2Zw74TuUBrs0FRhA_120,,,,,,BELFAST CITY,0.6468708515167236,0.6387307099649273,v3_downloads_2025,abstain_high,0.001159872743301,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,3.0,U0tH-I2Zw74TuUBrs0FRhA
X442hgXC2X7PBPpKw1wEIQ_300_box2.jpg,X442hgXC2X7PBPpKw1wEIQ_300,,,,,,BELFAST CITY,0.6198199391365051,0.6130511065687437,v3_downloads_2025,abstain_high,0.0042128390632569,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,12.0,X442hgXC2X7PBPpKw1wEIQ
XilwFYHYwKK0sVbAQ4TbKw_000_box0.jpg,XilwFYHYwKK0sVbAQ4TbKw_000,,,,,,METROPOLITAN CASTLEREAGH,0.4757397770881653,0.4771586726237751,v3_downloads_2025,abstain_high,0.0064242822118103,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,2.0,XilwFYHYwKK0sVbAQ4TbKw
YyCRvbY_-RGv0xxWSDjfzg_240_box0.jpg,YyCRvbY_-RGv0xxWSDjfzg_240,,,,,,BELFAST CITY,0.5554152131080627,0.5521938761650661,v3_downloads_2025,abstain_high,0.0032417883630841,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,1.0,YyCRvbY_-RGv0xxWSDjfzg
_8Qq4MP-nHbxoSQio81oMw_000_box0.jpg,_8Qq4MP-nHbxoSQio81oMw_000,,,,,,METROPOLITAN NEWTOWNABBEY,0.7785685062408447,0.7656124940509588,v3_downloads_2025,abstain_high,0.0018798268865793,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,4.0,_8Qq4MP-nHbxoSQio81oMw
aN1YbMa5SFsxkLFlYaQlbA_120_box0.jpg,aN1YbMa5SFsxkLFlYaQlbA_120,,,,,,METROPOLITAN NEWTOWNABBEY,0.4644863903522491,0.4665600411822054,v3_downloads_2025,abstain_high,0.0011353603331372,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,4.0,aN1YbMa5SFsxkLFlYaQlbA
fik0rVbD-yTL-6yCMbaioA_060_box0.jpg,fik0rVbD-yTL-6yCMbaioA_060,,,,,,METROPOLITAN NEWTOWNABBEY,0.4645038843154907,0.4665765199768887,v3_downloads_2025,abstain_high,0.0045452057383954,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,13.0,fik0rVbD-yTL-6yCMbaioA
hee_2EFBJyyDRLUPBD6WJQ_180_box1.jpg,hee_2EFBJyyDRLUPBD6WJQ_180,,,,,,BELFAST CITY,0.6408421993255615,0.6329998188121699,v3_downloads_2025,abstain_high,0.0015488155186176,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,14.0,hee_2EFBJyyDRLUPBD6WJQ
iyeJUwWP9JDMKV3vSdWjKQ_300_box2.jpg,iyeJUwWP9JDMKV3vSdWjKQ_300,,,,,,BELFAST CITY,0.4963571727275848,0.4965705282472415,v3_downloads_2025,abstain_high,0.0040855542756617,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,11.0,iyeJUwWP9JDMKV3vSdWjKQ
j0dB3W2Meag6wT5ws21LhQ_300_box0.jpg,j0dB3W2Meag6wT5ws21LhQ_300,,,,,,METROPOLITAN NEWTOWNABBEY,0.7152153849601746,0.7041035448512788,v3_downloads_2025,abstain_high,0.0012674629688262,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,1.0,j0dB3W2Meag6wT5ws21LhQ
kDGIr_4l-olajn7USAobbA_120_box0.jpg,kDGIr_4l-olajn7USAobbA_120,,,,,,METROPOLITAN NEWTOWNABBEY,0.4644662141799927,0.4665410358145508,v3_downloads_2025,abstain_high,0.0047833151184022,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,8.0,kDGIr_4l-olajn7USAobbA
kRV5xWUO78RS58tsQuhSYQ_300_box0.jpg,kRV5xWUO78RS58tsQuhSYQ_300,,,,,,BELFAST CITY,0.5283415913581848,0.5266848605314922,v3_downloads_2025,abstain_high,0.0011772054713219,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,2.0,kRV5xWUO78RS58tsQuhSYQ
lDcvhA8ZYY6oHXG_e0GGGw_000_box0.jpg,lDcvhA8ZYY6oHXG_e0GGGw_000,,,,,,BELFAST CITY,0.7168816328048706,0.7057083877791314,v3_downloads_2025,abstain_high,0.0012193146394565,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,4.0,lDcvhA8ZYY6oHXG_e0GGGw
m6XbbSPROREFltncwOHfGQ_240_box0.jpg,m6XbbSPROREFltncwOHfGQ_240,,,,,,BELFAST CITY,0.4989761412143707,0.4990361090397661,v3_downloads_2025,abstain_high,0.0020005507394671,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,17.0,m6XbbSPROREFltncwOHfGQ
nh0bKEVbFD3SHFpszXpFIg_000_box0.jpg,nh0bKEVbFD3SHFpszXpFIg_000,,,,,,METROPOLITAN LISBURN,0.7413383722305298,0.7293377784911498,v3_downloads_2025,abstain_high,0.2013446539640426,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,1.0,nh0bKEVbFD3SHFpszXpFIg
o2z-VwEYsBHcoXLXA_fjSA_060_box1.jpg,o2z-VwEYsBHcoXLXA_fjSA_060,,,,,,BELFAST CITY,0.5053945183753967,0.5050785808412035,v3_downloads_2025,abstain_high,0.5201826691627502,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,3.0,o2z-VwEYsBHcoXLXA_fjSA
o9Ltd65z8c1sPwUwkDOWbg_300_box0.jpg,o9Ltd65z8c1sPwUwkDOWbg_300,,,,,,BELFAST CITY,0.7304986119270325,0.7188470815698061,v3_downloads_2025,abstain_high,0.1726041436195373,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,7.0,o9Ltd65z8c1sPwUwkDOWbg
ohYNBIWSQ5d0EuiKCD_fIA_180_box0.jpg,ohYNBIWSQ5d0EuiKCD_fIA_180,,,,,,BELFAST CITY,0.7109587788581848,0.7000065383699697,v3_downloads_2025,abstain_high,0.1620097607374191,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,2.0,ohYNBIWSQ5d0EuiKCD_fIA
r2SyftksKaLLH9s6t1s-xw_120_box0.jpg,r2SyftksKaLLH9s6t1s-xw_120,,,,,,BELFAST CITY,0.7093504667282104,0.6984595358894028,v3_downloads_2025,abstain_high,0.5405675172805786,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,3.0,r2SyftksKaLLH9s6t1s-xw
uzNf-wcQIqpK6If8bM--pQ_060_box1.jpg,uzNf-wcQIqpK6If8bM--pQ_060,,,,,,METROPOLITAN LISBURN,0.636457622051239,0.628834759952787,v3_downloads_2025,abstain_high,0.001279835239984,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,3.0,uzNf-wcQIqpK6If8bM--pQ
vEIJkBcYNiH2rOTtxSNTrg_000_box0.jpg,vEIJkBcYNiH2rOTtxSNTrg_000,,,,,,BELFAST CITY,0.5170372724533081,0.5160400960049027,v3_downloads_2025,abstain_high,0.0011586844921112,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,4.0,vEIJkBcYNiH2rOTtxSNTrg
vOMKElFdQZbcGEOk5l8XGA_300_box0.jpg,vOMKElFdQZbcGEOk5l8XGA_300,,,,,,BELFAST CITY,0.6499528884887695,0.6416624090222943,v3_downloads_2025,abstain_high,0.0011898193042725,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,8.0,vOMKElFdQZbcGEOk5l8XGA
vbhp-M_0IyIS1TLUaT-1FQ_300_box9.jpg,vbhp-M_0IyIS1TLUaT-1FQ_300,,,,,,BELFAST CITY,0.6984707117080688,0.6880085107143206,v3_downloads_2025,abstain_high,0.0308655705302953,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,18.0,vbhp-M_0IyIS1TLUaT-1FQ
xyWR1xGAPuMLroJTDduF_g_060_box6.jpg,xyWR1xGAPuMLroJTDduF_g_060,,,,,,BELFAST CITY,0.7504495978355408,0.7381788925249921,v3_downloads_2025,abstain_high,0.0231440756469964,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,15.0,xyWR1xGAPuMLroJTDduF_g
z4Xa6NqEcQve2-0RYMtLUQ_000_box1.jpg,z4Xa6NqEcQve2-0RYMtLUQ_000,,,,,,BELFAST CITY,0.5063769817352295,0.5060035153838993,v3_downloads_2025,abstain_high,0.0011696506990119,pass,cascade_primary_abstain_high,downloads_2025_transfer_audit,,,13.0,z4Xa6NqEcQve2-0RYMtLUQ
3G5cSveKoYBpAZI3NwR_pQ_000_box1.jpg,3G5cSveKoYBpAZI3NwR_pQ_000,,,,,,METROPOLITAN CASTLEREAGH,0.1610489785671234,0.1745415102094399,v3_downloads_2025,abstain_low,0.0055049234069883,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,6.0,3G5cSveKoYBpAZI3NwR_pQ
3fvUjRdr8-LK12eYmYQzPA_300_box0.jpg,3fvUjRdr8-LK12eYmYQzPA_300,,,,,,BELFAST CITY,0.3206812739372253,0.3303334843632493,v3_downloads_2025,abstain_low,0.006605795584619,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,1.0,3fvUjRdr8-LK12eYmYQzPA
3uFs815874s3F5M57QI7hw_180_box8.jpg,3uFs815874s3F5M57QI7hw_180,,,,,,BELFAST CITY,0.4048625230789184,0.4103107592014216,v3_downloads_2025,abstain_low,0.0056722182780504,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,25.0,3uFs815874s3F5M57QI7hw
6D9zgOv8xYLtvKmveAneeg_300_box0.jpg,6D9zgOv8xYLtvKmveAneeg_300,,,,,,METROPOLITAN NEWTOWNABBEY,0.1856241673231125,0.1990743440839637,v3_downloads_2025,abstain_low,0.3725201189517975,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,7.0,6D9zgOv8xYLtvKmveAneeg
6SlCxYwzCz4mFJzmW90pug_180_box13.jpg,6SlCxYwzCz4mFJzmW90pug_180,,,,,,METROPOLITAN NEWTOWNABBEY,0.2113828361034393,0.2245238097596157,v3_downloads_2025,abstain_low,0.4874910414218902,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,25.0,6SlCxYwzCz4mFJzmW90pug
7x6Fx9ISdTNpe8UTRgDmBg_240_box5.jpg,7x6Fx9ISdTNpe8UTRgDmBg_240,,,,,,BELFAST CITY,0.1821270138025283,0.1955992615057683,v3_downloads_2025,abstain_low,0.0737956464290618,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,21.0,7x6Fx9ISdTNpe8UTRgDmBg
8G5U8H9-N4h9Q-I5RSx4vw_120_box0.jpg,8G5U8H9-N4h9Q-I5RSx4vw_120,,,,,,BELFAST CITY,0.2329764366149902,0.2456796508660081,v3_downloads_2025,abstain_low,0.0017428045393899,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,3.0,8G5U8H9-N4h9Q-I5RSx4vw
9tkQgdELprIcFAnIMya_nQ_060_box0.jpg,9tkQgdELprIcFAnIMya_nQ_060,,,,,,METROPOLITAN LISBURN,0.2000647038221359,0.2133721127770459,v3_downloads_2025,abstain_low,0.0011494556674733,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,1.0,9tkQgdELprIcFAnIMya_nQ
9x_ygef4vRqqcovmIVjCuQ_120_box0.jpg,9x_ygef4vRqqcovmIVjCuQ_120,,,,,,BELFAST CITY,0.2919111549854278,0.302753611636275,v3_downloads_2025,abstain_low,0.001211323775351,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,9.0,9x_ygef4vRqqcovmIVjCuQ
Ada7GZHu9CLCKyzfvTYmEg_240_box2.jpg,Ada7GZHu9CLCKyzfvTYmEg_240,,,,,,METROPOLITAN NEWTOWNABBEY,0.2194512337446212,0.2324463516901706,v3_downloads_2025,abstain_low,0.0796851143240928,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,11.0,Ada7GZHu9CLCKyzfvTYmEg
BBxH4hs5kbwwfN-HQL_-xg_180_box0.jpg,BBxH4hs5kbwwfN-HQL_-xg_180,,,,,,METROPOLITAN NEWTOWNABBEY,0.2335161417722702,0.2462065318075714,v3_downloads_2025,abstain_low,0.0032474962063133,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,2.0,BBxH4hs5kbwwfN-HQL_-xg
BzHSJAZ5SQwTdUfmAzkPBA_000_box1.jpg,BzHSJAZ5SQwTdUfmAzkPBA_000,,,,,,BELFAST CITY,0.2493549138307571,0.261631171605801,v3_downloads_2025,abstain_low,0.6468756198883057,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,41.0,BzHSJAZ5SQwTdUfmAzkPBA
Gw-x6BxUK1EAm65202RDbQ_240_box0.jpg,Gw-x6BxUK1EAm65202RDbQ_240,,,,,,BELFAST CITY,0.4026148617267608,0.4081856874306326,v3_downloads_2025,abstain_low,0.0011750353733077,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,4.0,Gw-x6BxUK1EAm65202RDbQ
O7LJy1dwI_3bgOtLJp-u5g_240_box0.jpg,O7LJy1dwI_3bgOtLJp-u5g_240,,,,,,METROPOLITAN LISBURN,0.1630722433328628,0.176571664909921,v3_downloads_2025,abstain_low,0.0011455990606918,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,1.0,O7LJy1dwI_3bgOtLJp-u5g
OCBNiGBb8Zap34e67VSEfA_000_box0.jpg,OCBNiGBb8Zap34e67VSEfA_000,,,,,,BELFAST CITY,0.170245349407196,0.183753659725879,v3_downloads_2025,abstain_low,0.0011500600958243,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,3.0,OCBNiGBb8Zap34e67VSEfA
PSsgvQjNwKajFuVw9P_m9Q_240_box4.jpg,PSsgvQjNwKajFuVw9P_m9Q_240,,,,,,BELFAST CITY,0.2163926213979721,0.2294456052814527,v3_downloads_2025,abstain_low,0.0035631083883345,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,7.0,PSsgvQjNwKajFuVw9P_m9Q
RcIJTWk9sYc2P5t6iOwopA_060_box0.jpg,RcIJTWk9sYc2P5t6iOwopA_060,,,,,,BELFAST CITY,0.3095406293869018,0.3196722308785632,v3_downloads_2025,abstain_low,0.0011868480360135,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,3.0,RcIJTWk9sYc2P5t6iOwopA
VEXWXLG4tCSTalrxOMkW4g_060_box1.jpg,VEXWXLG4tCSTalrxOMkW4g_060,,,,,,BELFAST CITY,0.1641600281000137,0.1776623453581813,v3_downloads_2025,abstain_low,0.0012932675890624,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,3.0,VEXWXLG4tCSTalrxOMkW4g
VNiXx-8q7sw5hinBxh0HMA_180_box3.jpg,VNiXx-8q7sw5hinBxh0HMA_180,,,,,,BELFAST CITY,0.2242941558361053,0.2371913939929855,v3_downloads_2025,abstain_low,0.0212196260690689,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,27.0,VNiXx-8q7sw5hinBxh0HMA
W0AiJA0Sy2bhKhyuqyVRGw_240_box0.jpg,W0AiJA0Sy2bhKhyuqyVRGw_240,,,,,,BELFAST CITY,0.1896004676818847,0.2030194896657214,v3_downloads_2025,abstain_low,0.0011988900369033,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,3.0,W0AiJA0Sy2bhKhyuqyVRGw
X_FJXY75NblUVU13xnPh2g_180_box2.jpg,X_FJXY75NblUVU13xnPh2g_180,,,,,,BELFAST CITY,0.3139955103397369,0.3239380820035745,v3_downloads_2025,abstain_low,0.0011933770729228,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,26.0,X_FJXY75NblUVU13xnPh2g
Yl38AvgPVFbaNzp3ym0R1w_240_box3.jpg,Yl38AvgPVFbaNzp3ym0R1w_240,,,,,,BELFAST CITY,0.1735462844371795,0.1870507765301842,v3_downloads_2025,abstain_low,0.6106056571006775,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,9.0,Yl38AvgPVFbaNzp3ym0R1w
ZWhTmzfsbu2Cg48nTtu09g_300_box17.jpg,ZWhTmzfsbu2Cg48nTtu09g_300,,,,,,METROPOLITAN NEWTOWNABBEY,0.1593102365732193,0.1727952660189236,v3_downloads_2025,abstain_low,0.0039342730306088,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,20.0,ZWhTmzfsbu2Cg48nTtu09g
_HWg57un2SpwiyrSOArySw_180_box0.jpg,_HWg57un2SpwiyrSOArySw_180,,,,,,BELFAST CITY,0.2523379027843475,0.2645283095007663,v3_downloads_2025,abstain_low,0.6967315673828125,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,6.0,_HWg57un2SpwiyrSOArySw
_jkx-Z5yvZcgxY7uCg0mNg_300_box0.jpg,_jkx-Z5yvZcgxY7uCg0mNg_300,,,,,,BELFAST CITY,0.2349388301372528,0.2475949961336072,v3_downloads_2025,abstain_low,0.0012152021517977,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,6.0,_jkx-Z5yvZcgxY7uCg0mNg
bOnZIB0ENkkeiXrWf5TZlQ_180_box0.jpg,bOnZIB0ENkkeiXrWf5TZlQ_180,,,,,,BELFAST CITY,0.4142337739467621,0.4191664420257961,v3_downloads_2025,abstain_low,0.0012160174082964,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,2.0,bOnZIB0ENkkeiXrWf5TZlQ
cxm50TToZCqzjK-A0RKNHw_120_box3.jpg,cxm50TToZCqzjK-A0RKNHw_120,,,,,,BELFAST CITY,0.3552629053592682,0.3632982093767247,v3_downloads_2025,abstain_low,0.5892453789710999,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,7.0,cxm50TToZCqzjK-A0RKNHw
e8lVo4XqFu-DAyM90QAt2A_000_box0.jpg,e8lVo4XqFu-DAyM90QAt2A_000,,,,,,BELFAST CITY,0.3239350616931915,0.3334431583034837,v3_downloads_2025,abstain_low,0.3918679058551788,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,6.0,e8lVo4XqFu-DAyM90QAt2A
faorMSzjcJlMClTD2tYydQ_060_box0.jpg,faorMSzjcJlMClTD2tYydQ_060,,,,,,METROPOLITAN LISBURN,0.3018313944339752,0.3122813523092711,v3_downloads_2025,abstain_low,0.0011534221703186,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,1.0,faorMSzjcJlMClTD2tYydQ
mT02NgQ-1OdMMbbk3_1YOg_000_box4.jpg,mT02NgQ-1OdMMbbk3_1YOg_000,,,,,,METROPOLITAN NEWTOWNABBEY,0.3516013324260711,0.3598161616874307,v3_downloads_2025,abstain_low,0.0013683621073141,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,10.0,mT02NgQ-1OdMMbbk3_1YOg
nUkztJMdJJ6hPg_Nhhgkgg_060_box10.jpg,nUkztJMdJJ6hPg_Nhhgkgg_060,,,,,,BELFAST CITY,0.2907144725322723,0.301602916404876,v3_downloads_2025,abstain_low,0.0011683602351695,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,15.0,nUkztJMdJJ6hPg_Nhhgkgg
pUVcufPTZm_WxO_ZkexWAA_180_box0.jpg,pUVcufPTZm_WxO_ZkexWAA_180,,,,,,BELFAST CITY,0.2450930923223495,0.2574877896499131,v3_downloads_2025,abstain_low,0.4809844195842743,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,1.0,pUVcufPTZm_WxO_ZkexWAA
sWQDiGO4qznCY5t-bKp_xQ_240_box4.jpg,sWQDiGO4qznCY5t-bKp_xQ_240,,,,,,BELFAST CITY,0.2642447650432586,0.2760692160651029,v3_downloads_2025,abstain_low,0.4429011344909668,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,13.0,sWQDiGO4qznCY5t-bKp_xQ
t91P6JAZ_zhRoe6yWGFSvQ_120_box4.jpg,t91P6JAZ_zhRoe6yWGFSvQ_120,,,,,,BELFAST CITY,0.2089633196592331,0.222143701407494,v3_downloads_2025,abstain_low,0.0018687511328607,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,21.0,t91P6JAZ_zhRoe6yWGFSvQ
uAd15Y5oxt2bWdN7qjXb4Q_240_box1.jpg,uAd15Y5oxt2bWdN7qjXb4Q_240,,,,,,METROPOLITAN NEWTOWNABBEY,0.2239023745059967,0.2368078115758783,v3_downloads_2025,abstain_low,0.0022161083761602,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,13.0,uAd15Y5oxt2bWdN7qjXb4Q
vbnF0iOPi5QZ8Xs4Wclx7w_240_box0.jpg,vbnF0iOPi5QZ8Xs4Wclx7w_240,,,,,,BELFAST CITY,0.2783535420894623,0.2896989816453201,v3_downloads_2025,abstain_low,0.0013975504552945,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,2.0,vbnF0iOPi5QZ8Xs4Wclx7w
w8rqRO3X_1FU32bMjb9X6g_180_box1.jpg,w8rqRO3X_1FU32bMjb9X6g_180,,,,,,BELFAST CITY,0.248508870601654,0.2608090384062261,v3_downloads_2025,abstain_low,0.2022245377302169,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,7.0,w8rqRO3X_1FU32bMjb9X6g
x7A75pyyVcyeza7AQACAgQ_300_box2.jpg,x7A75pyyVcyeza7AQACAgQ_300,,,,,,METROPOLITAN LISBURN,0.1759696453809738,0.1894682549038052,v3_downloads_2025,abstain_low,0.0035023100208491,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,18.0,x7A75pyyVcyeza7AQACAgQ
xKhnId6c7vGUDng3B3IB1A_000_box1.jpg,xKhnId6c7vGUDng3B3IB1A_000,,,,,,BELFAST CITY,0.4156306982040405,0.4204859285994263,v3_downloads_2025,abstain_low,0.0013393653789535,pass,cascade_primary_abstain_low,downloads_2025_transfer_audit,,,2.0,xKhnId6c7vGUDng3B3IB1A
